Dijkstra;Type:Full;Vertices:10;16;;;;;;;;;;;;;;;;;;;;;;;Дейкстра;Флойд-Уоршелл;Беллманн-Форд;А-star;;
Ford-Bellman;Type:Semi;Vertices:660;1170940;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Semi;Vertices:710;1447790;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Semi;Vertices:760;1773020;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Semi;Vertices:810;2153230;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Semi;Vertices:860;2568350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Semi;Vertices:910;3063190;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Semi;Vertices:960;3581270;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford-Bellman;Type:Semi;Vertices:1010;4197480;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:10;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:60;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:110;205;;;;;;;;;;;A-star при графе с плотностью 0.4;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:160;404;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:210;592;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:260;861;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:310;1192;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:360;1568;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:410;1838;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:460;2056;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:510;2653;;;;;;;;;;;;;;;;;;;;;;;;;;;;
